"Campaign_ID","Target_Audience","Age_Group","Customer_Type","Campaign_Goal","Duration","Channel_Used","Conversion_Rate","Spend","ROI","Location","Language","Clicks","Impressions","Customer_Segment","Date","Company","FullState"
569134,"Women","35-44","Women 35-44","Product Launch",30,"Twitter",0.06,6091.92,4.02,"Austin","French",15751,48176,"Fashion",2022-09-11,"Chic Couture","Texas"
360387,"Women","35-44","Women 35-44","Brand Awareness",60,"Twitter",0.13,14348.82,3.65,"Austin","Spanish",37360,112182,"Food",2022-02-14,"Gourmet Grove","Texas"
263812,"Men","18-24","Men 18-24","Brand Awareness",15,"Pinterest",0.04,500,0.241308806,"Miami","French",573,2848,"Fashion",2022-07-13,"Style Sphere","Florida"
680980,"Women","25-34","Women 25-34","Increase Sales",15,"Pinterest",0.08,2961.11,0.023237144,"Miami","French",4272,14893,"Food",2022-07-19,"Bistro Bliss","Florida"
321560,"Women","25-34","Women 25-34","Brand Awareness",60,"Twitter",0.09,12082.6,6.98,"Miami","Spanish",31985,96260,"Food",2022-06-03,"Culinary Quest","Florida"
612551,"Women","18-24","Women 18-24","Product Launch",60,"Instagram",0.11,14599.03,7.4,"New York","French",37804,113497,"Fashion",2022-07-14,"Chic Couture","New York"
478987,"Men","35-44","Men 35-44","Increase Sales",60,"Instagram",0.02,12106.31,7.77,"New York","English",32047,96444,"Fashion",2022-03-03,"Glam Garments","New York"
225450,"Men","35-44","Men 35-44","Market Expansion",60,"Instagram",0.1,12967.54,7.56,"New York","French",34292,103095,"Food",2022-07-18,"Gourmet Grove","New York"
652648,"Women","25-34","Women 25-34","Market Expansion",30,"Pinterest",0.13,4398.5,0.859774338,"Las Vegas","Spanish",6538,22272,"Food",2022-02-10,"Dine Divine","Nevada"
778214,"Women","35-44","Women 35-44","Market Expansion",30,"Twitter",0.11,7006.13,1.46,"New York","English",18216,55477,"Fashion",2022-12-24,"Attire Artistry","New York"
380118,"Men","35-44","Men 35-44","Brand Awareness",60,"Instagram",0.1,12112.25,2.04,"Miami","French",32063,96493,"Fashion",2022-12-03,"Vogue Visions","Florida"
640805,"Women","35-44","Women 35-44","Increase Sales",30,"Instagram",0.02,7518.08,3.47,"Los Angeles","Spanish",19597,59567,"Fashion",2022-12-22,"Silk & Style","California"
681638,"Women","35-44","Women 35-44","Increase Sales",45,"Instagram",0.14,8595.49,2.43,"Austin","English",22549,68310,"Fashion",2022-10-18,"Chic Couture","Texas"
506201,"Men","25-34","Men 25-34","Increase Sales",60,"Facebook",0.12,12349.88,2.22,"Los Angeles","English",32696,98365,"Fashion",2022-10-09,"Mode Maven","California"
163884,"Men","35-44","Men 35-44","Product Launch",15,"Twitter",0.05,1794.98,3.94,"Los Angeles","Spanish",4426,14629,"Fashion",2022-05-13,"Chic Couture","California"
913554,"Men","25-34","Men 25-34","Product Launch",30,"Twitter",0.06,5092.7,7.35,"Las Vegas","English",13029,40111,"Food",2022-04-29,"Bistro Bliss","Nevada"
687560,"Men","35-44","Men 35-44","Brand Awareness",45,"Facebook",0.12,10891.16,2.7,"Los Angeles","Spanish",28778,86760,"Food",2022-02-20,"Dine Divine","California"
721207,"Men","35-44","Men 35-44","Market Expansion",15,"Twitter",0.13,2419.38,6.55,"Los Angeles","French",5911,19029,"Fashion",2022-09-02,"Trend Tailors","California"
664928,"Women","18-24","Women 18-24","Brand Awareness",60,"Pinterest",0.05,11728.48,0.019662199,"Las Vegas","French",18238,60367,"Food",2022-07-31,"Epicurean Edge","Nevada"
969987,"Men","25-34","Men 25-34","Market Expansion",45,"Facebook",0.02,8569.6,7.83,"Miami","French",22478,68102,"Food",2022-10-13,"Nosh Nirvana","Florida"
752140,"Women","35-44","Women 35-44","Market Expansion",15,"Twitter",0.14,3378.24,3.7,"Los Angeles","French",8368,26306,"Food",2022-03-09,"Savor Street","California"
441172,"Women","35-44","Women 35-44","Product Launch",30,"Twitter",0.09,4787.76,7.06,"Miami","French",12195,37641,"Food",2022-10-30,"Gastronomy Guild","Florida"
800003,"Women","35-44","Women 35-44","Increase Sales",15,"Facebook",0.13,2242.7,6.17,"Miami","Spanish",5487,17772,"Food",2022-11-21,"Bistro Bliss","Florida"
447983,"Women","18-24","Women 18-24","Market Expansion",30,"Instagram",0.09,4629.88,7.04,"Austin","French",11767,36373,"Food",2022-01-19,"Nosh Nirvana","Texas"
729079,"Women","18-24","Women 18-24","Market Expansion",30,"Pinterest",0.12,5920.76,1.292342716,"Miami","English",8976,30210,"Food",2022-06-22,"Nosh Nirvana","Florida"
706658,"Men","35-44","Men 35-44","Brand Awareness",60,"Facebook",0.07,13340.44,6.93,"Austin","Spanish",35205,105799,"Food",2022-06-24,"Culinary Quest","Texas"
982420,"Women","25-34","Women 25-34","Brand Awareness",15,"Facebook",0.1,3934.1,3.56,"Las Vegas","English",9861,30729,"Food",2022-12-01,"Nosh Nirvana","Nevada"
687283,"Men","35-44","Men 35-44","Increase Sales",60,"Twitter",0.07,14869.73,7.05,"Austin","French",38224,114742,"Fashion",2022-05-12,"Attire Artistry","Texas"
953332,"Men","18-24","Men 18-24","Brand Awareness",45,"Pinterest",0.15,10607.24,0.155510119,"Las Vegas","French",16448,54539,"Food",2022-12-03,"Epicurean Edge","Nevada"
977711,"Men","25-34","Men 25-34","Increase Sales",30,"Instagram",0.08,4925.15,3.5,"Miami","French",12573,38761,"Fashion",2022-07-27,"Runway Rebels","Florida"
902670,"Women","35-44","Women 35-44","Brand Awareness",60,"Instagram",0.07,12189.78,2.84,"Miami","English",32276,97121,"Fashion",2022-02-26,"Trend Tailors","Florida"
962322,"Men","25-34","Men 25-34","Brand Awareness",60,"Instagram",0.14,15000,2.61,"Austin","Spanish",39466,118418,"Fashion",2022-05-02,"Vogue Visions","Texas"
952433,"Women","18-24","Women 18-24","Market Expansion",45,"Twitter",0.03,10527.25,1.06,"Austin","English",27786,83822,"Food",2022-09-17,"Gourmet Grove","Texas"
830595,"Men","35-44","Men 35-44","Product Launch",30,"Facebook",0.03,5851,5.15,"Los Angeles","French",15089,46215,"Food",2022-11-01,"Epicurean Edge","California"
716934,"Men","35-44","Men 35-44","Brand Awareness",45,"Instagram",0.14,9174.74,7.2,"Austin","Spanish",24103,72915,"Fashion",2022-08-26,"Trend Tailors","Texas"
264834,"Men","18-24","Men 18-24","Increase Sales",60,"Facebook",0.03,14392.82,0.41,"Miami","English",37441,112422,"Fashion",2022-12-18,"Vogue Visions","Florida"
434794,"Men","18-24","Men 18-24","Product Launch",45,"Twitter",0.08,9600.29,3.54,"Miami","English",25256,76329,"Fashion",2022-05-15,"Attire Artistry","Florida"
279680,"Men","25-34","Men 25-34","Brand Awareness",45,"Twitter",0.09,9599.24,6.23,"Los Angeles","French",25253,76319,"Fashion",2022-07-15,"Trend Tailors","California"
604373,"Women","18-24","Women 18-24","Market Expansion",60,"Pinterest",0.06,13307.11,0.187684627,"New York","English",20629,68155,"Fashion",2022-07-09,"Trend Tailors","New York"
734044,"Women","35-44","Women 35-44","Increase Sales",15,"Pinterest",0.07,500,1.379928876,"Miami","French",756,3445,"Fashion",2022-03-20,"Fiber Fashion","Florida"
577180,"Men","35-44","Men 35-44","Market Expansion",30,"Twitter",0.15,4493.2,5.17,"Las Vegas","Spanish",11391,35261,"Fashion",2022-04-20,"Style Sphere","Nevada"
780830,"Men","25-34","Men 25-34","Increase Sales",15,"Twitter",0.12,3284.59,3.3,"Las Vegas","French",8118,25565,"Food",2022-01-05,"Bistro Bliss","Nevada"
331281,"Men","18-24","Men 18-24","Brand Awareness",60,"Twitter",0.05,11830.68,0.25,"Austin","French",31328,94314,"Fashion",2022-02-17,"Silk & Style","Texas"
861387,"Men","18-24","Men 18-24","Product Launch",45,"Facebook",0.13,11368.64,2.92,"Los Angeles","French",30080,90618,"Fashion",2022-06-25,"Mode Maven","California"
250752,"Men","18-24","Men 18-24","Increase Sales",15,"Twitter",0.12,2138.21,3.74,"Austin","Spanish",5233,17020,"Food",2022-03-31,"Savor Street","Texas"
446874,"Women","35-44","Women 35-44","Brand Awareness",30,"Instagram",0.07,5000.27,6.91,"Los Angeles","English",12773,39353,"Fashion",2022-01-26,"Chic Couture","California"
483702,"Men","18-24","Men 18-24","Product Launch",60,"Facebook",0.03,13384.5,5.98,"Las Vegas","Spanish",35311,106111,"Food",2022-03-21,"Dine Divine","Nevada"
375086,"Men","18-24","Men 18-24","Brand Awareness",30,"Pinterest",0.08,6676.67,0.931273244,"Las Vegas","French",10169,34093,"Food",2022-05-12,"Savor Street","Nevada"
294006,"Men","25-34","Men 25-34","Brand Awareness",30,"Instagram",0.02,6200.82,0.58,"Los Angeles","French",16038,49024,"Fashion",2022-10-24,"Style Sphere","California"
534226,"Men","35-44","Men 35-44","Market Expansion",30,"Twitter",0.03,7168.35,4.89,"Austin","English",18656,56779,"Fashion",2022-05-28,"Runway Rebels","Texas"
463792,"Women","18-24","Women 18-24","Increase Sales",15,"Twitter",0.08,500,4.54,"Miami","French",2017,7495,"Food",2022-01-03,"Dine Divine","Florida"
250160,"Men","35-44","Men 35-44","Market Expansion",30,"Pinterest",0.01,6348.54,1.158282269,"Miami","French",9655,32421,"Food",2022-06-22,"Savor Street","Florida"
508654,"Men","25-34","Men 25-34","Product Launch",45,"Twitter",0.04,10538.21,2.07,"Las Vegas","French",27815,83908,"Food",2022-07-25,"Gourmet Grove","Nevada"
832361,"Men","18-24","Men 18-24","Market Expansion",30,"Instagram",0.01,4205.7,2.18,"Las Vegas","Spanish",10604,32928,"Food",2022-09-12,"Culinary Quest","Nevada"
143236,"Women","25-34","Women 25-34","Brand Awareness",45,"Twitter",0.1,8364.37,3.06,"Las Vegas","English",21911,66422,"Food",2022-08-09,"Bistro Bliss","Nevada"
202759,"Men","18-24","Men 18-24","Market Expansion",60,"Twitter",0.02,13726.8,7.93,"New York","Spanish",36085,108405,"Fashion",2022-09-30,"Glam Garments","New York"
612661,"Men","35-44","Men 35-44","Market Expansion",30,"Pinterest",0.02,4509.03,0.055411652,"Las Vegas","Spanish",6716,22849,"Fashion",2022-10-02,"Runway Rebels","Nevada"
271827,"Men","35-44","Men 35-44","Brand Awareness",30,"Pinterest",0.14,7524.08,1.388866239,"Los Angeles","French",11519,38488,"Fashion",2022-12-10,"Runway Rebels","California"
687243,"Women","18-24","Women 18-24","Market Expansion",15,"Instagram",0.14,3310.04,5.4,"Los Angeles","French",8184,25761,"Food",2022-03-08,"Dine Divine","California"
360575,"Men","35-44","Men 35-44","Market Expansion",15,"Instagram",0.02,1169.76,6.51,"New York","Spanish",3170,10910,"Fashion",2022-01-26,"Attire Artistry","New York"
693260,"Women","35-44","Women 35-44","Increase Sales",45,"Pinterest",0.1,8980.81,0.863349284,"Austin","French",13845,46065,"Fashion",2022-12-26,"Trend Tailors","Texas"
996325,"Women","35-44","Women 35-44","Brand Awareness",15,"Instagram",0.15,3986.88,6.27,"Las Vegas","French",10006,31157,"Food",2022-03-02,"Bistro Bliss","Nevada"
804198,"Women","25-34","Women 25-34","Increase Sales",60,"Pinterest",0.01,15000,1.054608856,"New York","English",22908,75575,"Food",2022-05-05,"Dine Divine","New York"
247855,"Men","25-34","Men 25-34","Brand Awareness",60,"Facebook",0.11,13780.84,2.71,"New York","Spanish",36204,108757,"Food",2022-05-29,"Nosh Nirvana","New York"
510949,"Women","18-24","Women 18-24","Increase Sales",60,"Twitter",0.11,15000,1.87,"Las Vegas","English",39011,117071,"Fashion",2022-10-07,"Trend Tailors","Nevada"
475300,"Women","18-24","Women 18-24","Market Expansion",45,"Facebook",0.03,10519.04,1.6,"New York","English",27765,83760,"Fashion",2022-12-17,"Chic Couture","New York"
160651,"Women","35-44","Women 35-44","Brand Awareness",15,"Pinterest",0.05,3044,1.127895234,"Los Angeles","Spanish",4400,15311,"Fashion",2022-08-23,"Silk & Style","California"
180611,"Women","25-34","Women 25-34","Brand Awareness",60,"Twitter",0.04,11987.6,0.79,"Miami","French",31737,95526,"Food",2022-03-05,"Feast Flavors","Florida"
427748,"Men","35-44","Men 35-44","Brand Awareness",60,"Pinterest",0.13,13930.97,0.319957602,"New York","French",21452,70832,"Food",2022-05-19,"Gastronomy Guild","New York"
862951,"Women","18-24","Women 18-24","Product Launch",30,"Facebook",0.03,5850.16,2.8,"Miami","French",15087,46207,"Food",2022-11-10,"Epicurean Edge","Florida"
825273,"Women","18-24","Women 18-24","Brand Awareness",45,"Facebook",0.13,10748.98,5.3,"New York","English",28390,85613,"Food",2022-05-15,"Epicurean Edge","New York"
372328,"Men","25-34","Men 25-34","Brand Awareness",30,"Facebook",0.11,5423.45,6,"Austin","English",13921,42755,"Food",2022-11-08,"Culinary Quest","Texas"
398573,"Men","25-34","Men 25-34","Market Expansion",15,"Instagram",0.07,1750.15,3.5,"Austin","Spanish",4328,14338,"Food",2022-07-24,"Dine Divine","Texas"
606135,"Men","18-24","Men 18-24","Increase Sales",30,"Facebook",0.02,4821.34,7.47,"Los Angeles","Spanish",12284,37906,"Fashion",2022-03-30,"Fiber Fashion","California"
448479,"Women","18-24","Women 18-24","Product Launch",60,"Facebook",0.01,13227.06,1.4,"Austin","French",34936,105000,"Food",2022-06-25,"Epicurean Edge","Texas"
357423,"Women","25-34","Women 25-34","Brand Awareness",30,"Facebook",0.13,5642.13,0.99,"Los Angeles","Spanish",14524,44540,"Fashion",2022-06-07,"Runway Rebels","California"
679389,"Women","35-44","Women 35-44","Market Expansion",45,"Facebook",0.07,9679.89,0.6,"Las Vegas","French",25483,77001,"Fashion",2022-05-18,"Trend Tailors","Nevada"
127410,"Women","25-34","Women 25-34","Market Expansion",15,"Pinterest",0.09,3187.27,1.186881831,"Las Vegas","English",4616,16015,"Fashion",2022-12-24,"Style Sphere","Nevada"
914456,"Men","35-44","Men 35-44","Market Expansion",45,"Twitter",0.11,8449.3,6.1,"Los Angeles","English",22149,67127,"Fashion",2022-01-18,"Vogue Visions","California"
252864,"Women","35-44","Women 35-44","Product Launch",45,"Pinterest",0.05,8068.51,0.502279811,"Austin","English",12393,41334,"Fashion",2022-07-16,"Mode Maven","Texas"
336871,"Women","35-44","Women 35-44","Increase Sales",45,"Facebook",0.02,10735.52,5.08,"Austin","English",28354,85506,"Food",2022-04-04,"Bistro Bliss","Texas"
101803,"Women","35-44","Women 35-44","Brand Awareness",30,"Facebook",0.06,6305.52,6.91,"Austin","French",16324,49873,"Food",2022-04-27,"Gourmet Grove","Texas"
368830,"Men","18-24","Men 18-24","Brand Awareness",30,"Twitter",0.12,6506.24,0.64,"Los Angeles","English",16863,51468,"Fashion",2022-12-30,"Glam Garments","California"
323048,"Men","35-44","Men 35-44","Market Expansion",45,"Pinterest",0.12,9356.21,0.46116794,"Los Angeles","English",14437,47990,"Fashion",2022-11-22,"Glam Garments","California"
461214,"Men","25-34","Men 25-34","Product Launch",60,"Instagram",0.02,12909.09,0.5,"Austin","French",34150,102673,"Food",2022-08-05,"Gastronomy Guild","Texas"
629124,"Men","35-44","Men 35-44","Product Launch",30,"Facebook",0.14,6302.92,0.85,"Miami","French",16318,49853,"Food",2022-12-13,"Epicurean Edge","Florida"
241192,"Women","35-44","Women 35-44","Increase Sales",30,"Facebook",0.03,5860.66,3.42,"Las Vegas","English",15116,46295,"Food",2022-03-20,"Dine Divine","Nevada"
232826,"Women","25-34","Women 25-34","Brand Awareness",30,"Facebook",0.03,7624.82,2.19,"New York","Spanish",19883,60413,"Food",2022-01-14,"Nosh Nirvana","New York"
313008,"Men","35-44","Men 35-44","Increase Sales",45,"Twitter",0.03,8332.05,5.75,"Las Vegas","English",21826,66169,"Fashion",2022-06-16,"Style Sphere","Nevada"
684158,"Women","35-44","Women 35-44","Brand Awareness",15,"Twitter",0.07,3127.93,5.23,"Austin","English",7713,24366,"Fashion",2022-04-06,"Attire Artistry","Texas"
770270,"Men","25-34","Men 25-34","Market Expansion",60,"Instagram",0.01,15000,7.95,"Las Vegas","Spanish",39959,119880,"Fashion",2022-12-13,"Silk & Style","Nevada"
668031,"Women","35-44","Women 35-44","Market Expansion",30,"Facebook",0.05,7427.46,5.14,"Miami","French",19343,58814,"Fashion",2022-04-28,"Vogue Visions","Florida"
465468,"Women","18-24","Women 18-24","Product Launch",30,"Pinterest",0.08,6830.73,0.913398517,"New York","English",10418,34904,"Food",2022-10-31,"Palate Paradise","New York"
165889,"Women","18-24","Women 18-24","Market Expansion",60,"Twitter",0.06,13787.91,2.81,"Miami","Spanish",36218,108799,"Fashion",2022-12-01,"Silk & Style","Florida"
400664,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.07,11960.19,0.42,"Los Angeles","French",31664,95311,"Food",2022-05-12,"Savor Street","California"
948827,"Women","18-24","Women 18-24","Brand Awareness",60,"Pinterest",0.03,14363.59,1.101083144,"New York","English",21959,72482,"Fashion",2022-02-26,"Fiber Fashion","New York"
201815,"Women","25-34","Women 25-34","Brand Awareness",30,"Twitter",0.07,5548.16,6.26,"Las Vegas","Spanish",14263,43768,"Food",2022-01-18,"Dine Divine","Nevada"
593368,"Men","25-34","Men 25-34","Brand Awareness",45,"Instagram",0.03,10896.15,6.14,"New York","Spanish",28791,86798,"Food",2022-12-11,"Savor Street","New York"
612962,"Women","18-24","Women 18-24","Increase Sales",15,"Twitter",0.05,4038.12,0.01,"Las Vegas","Spanish",10143,31565,"Food",2022-07-21,"Feast Flavors","Nevada"
875667,"Men","25-34","Men 25-34","Increase Sales",30,"Instagram",0.02,6213.97,2.34,"Las Vegas","French",16074,49132,"Food",2022-01-05,"Savor Street","Nevada"
797934,"Women","25-34","Women 25-34","Market Expansion",15,"Pinterest",0.05,781.22,1.394228657,"Los Angeles","French",1461,5739,"Fashion",2022-04-14,"Glam Garments","California"
839332,"Men","35-44","Men 35-44","Market Expansion",60,"Instagram",0.01,12616.98,3.21,"Austin","French",33392,100428,"Food",2022-06-11,"Epicurean Edge","Texas"
330465,"Men","35-44","Men 35-44","Brand Awareness",60,"Facebook",0.11,13284.81,5.36,"Las Vegas","Spanish",35073,105408,"Food",2022-01-09,"Nosh Nirvana","Nevada"
218222,"Women","18-24","Women 18-24","Market Expansion",30,"Twitter",0.09,5915.29,6.31,"Miami","English",15270,46750,"Food",2022-08-12,"Savor Street","Florida"
419954,"Women","25-34","Women 25-34","Product Launch",15,"Pinterest",0.11,500,0.681027075,"Las Vegas","Spanish",1108,4589,"Food",2022-11-29,"Epicurean Edge","Nevada"
423665,"Men","18-24","Men 18-24","Market Expansion",60,"Instagram",0.02,12633.44,2.15,"New York","English",33437,100561,"Fashion",2022-10-13,"Vogue Visions","New York"
521516,"Women","35-44","Women 35-44","Brand Awareness",30,"Facebook",0.06,4260.88,7.94,"Miami","Spanish",10757,33381,"Fashion",2022-08-16,"Runway Rebels","Florida"
350796,"Women","35-44","Women 35-44","Increase Sales",30,"Facebook",0.07,4673.15,1.35,"Miami","French",11885,36723,"Food",2022-05-28,"Savor Street","Florida"
800489,"Women","18-24","Women 18-24","Increase Sales",30,"Instagram",0.1,7498.18,3.22,"New York","French",19543,59407,"Food",2022-09-07,"Gastronomy Guild","New York"
893917,"Men","18-24","Men 18-24","Market Expansion",45,"Instagram",0.06,8727.47,0.38,"Los Angeles","English",22900,69352,"Fashion",2022-12-06,"Fiber Fashion","California"
940210,"Women","25-34","Women 25-34","Market Expansion",15,"Facebook",0.05,2915.82,2.75,"Miami","French",7159,22724,"Fashion",2022-03-25,"Fiber Fashion","Florida"
756278,"Women","25-34","Women 25-34","Market Expansion",45,"Twitter",0.1,9874.4,1.03,"New York","French",26020,78591,"Food",2022-01-10,"Gourmet Grove","New York"
248064,"Women","35-44","Women 35-44","Market Expansion",30,"Pinterest",0.05,7411.66,1.219056338,"Los Angeles","English",11333,37886,"Food",2022-04-30,"Dine Divine","California"
800146,"Men","18-24","Men 18-24","Product Launch",60,"Twitter",0.05,14880.9,2.58,"New York","Spanish",38240,114787,"Food",2022-04-08,"Bistro Bliss","New York"
723090,"Women","18-24","Women 18-24","Increase Sales",15,"Pinterest",0.12,2180.49,0.032174507,"New York","Spanish",3133,11187,"Food",2022-02-13,"Palate Paradise","New York"
286469,"Men","18-24","Men 18-24","Brand Awareness",30,"Twitter",0.01,5544.35,6.06,"Austin","French",14252,43735,"Food",2022-01-15,"Feast Flavors","Texas"
689978,"Men","25-34","Men 25-34","Increase Sales",60,"Pinterest",0.03,12506.51,0.416481124,"New York","Spanish",19441,64283,"Fashion",2022-05-08,"Vogue Visions","New York"
712662,"Women","18-24","Women 18-24","Increase Sales",60,"Instagram",0.09,13877.15,5.51,"New York","English",36412,109374,"Fashion",2022-08-28,"Silk & Style","New York"
850028,"Men","25-34","Men 25-34","Brand Awareness",30,"Instagram",0.04,6355.74,1.46,"Miami","French",16458,50270,"Fashion",2022-11-29,"Fiber Fashion","Florida"
543751,"Men","35-44","Men 35-44","Increase Sales",45,"Instagram",0.14,10980.96,3.18,"New York","Spanish",29018,87472,"Food",2022-03-31,"Gourmet Grove","New York"
514715,"Women","18-24","Women 18-24","Product Launch",60,"Twitter",0.09,14202.96,0.15,"New York","French",37089,111379,"Food",2022-02-03,"Gourmet Grove","New York"
777480,"Men","25-34","Men 25-34","Product Launch",15,"Pinterest",0.1,500,0.511217174,"Las Vegas","French",380,2220,"Food",2022-11-02,"Culinary Quest","Nevada"
478592,"Men","18-24","Men 18-24","Market Expansion",30,"Facebook",0.09,7132.23,7.81,"Las Vegas","Spanish",18556,56484,"Food",2022-07-15,"Savor Street","Nevada"
186467,"Men","25-34","Men 25-34","Brand Awareness",15,"Instagram",0.1,2366.51,7.29,"Las Vegas","English",5788,18663,"Food",2022-04-23,"Savor Street","Nevada"
641547,"Men","35-44","Men 35-44","Market Expansion",15,"Instagram",0.03,2428.73,7.04,"Miami","English",5934,19096,"Food",2022-12-22,"Palate Paradise","Florida"
551090,"Men","18-24","Men 18-24","Product Launch",15,"Facebook",0.14,500,2,"Las Vegas","Spanish",601,3299,"Food",2022-08-22,"Feast Flavors","Nevada"
588413,"Men","35-44","Men 35-44","Increase Sales",60,"Facebook",0.02,12713.45,4.04,"New York","English",33640,101162,"Food",2022-02-09,"Nosh Nirvana","New York"
235221,"Men","18-24","Men 18-24","Market Expansion",15,"Instagram",0.01,3797.75,4.13,"Miami","English",9491,29633,"Food",2022-08-18,"Savor Street","Florida"
709619,"Men","25-34","Men 25-34","Product Launch",30,"Facebook",0.08,6772.13,1.13,"New York","English",17574,53575,"Food",2022-01-23,"Epicurean Edge","New York"
168323,"Women","18-24","Women 18-24","Increase Sales",45,"Twitter",0.14,8157.62,7.41,"Los Angeles","French",21348,64752,"Fashion",2022-11-25,"Vogue Visions","California"
583083,"Women","25-34","Women 25-34","Increase Sales",30,"Facebook",0.1,6538.49,2.54,"Miami","English",16947,51718,"Food",2022-08-26,"Palate Paradise","Florida"
616851,"Women","35-44","Women 35-44","Product Launch",60,"Twitter",0.11,13340.41,4.03,"New York","French",35205,105799,"Food",2022-01-28,"Dine Divine","New York"
191663,"Men","35-44","Men 35-44","Brand Awareness",45,"Instagram",0.06,10314.38,3.79,"Miami","Spanish",27204,82099,"Fashion",2022-09-16,"Style Sphere","Florida"
827915,"Women","18-24","Women 18-24","Product Launch",30,"Facebook",0.02,6508.06,6.91,"Los Angeles","Spanish",16866,51477,"Fashion",2022-03-19,"Runway Rebels","California"
148625,"Women","35-44","Women 35-44","Product Launch",45,"Twitter",0.12,9875.4,4.43,"Los Angeles","French",26023,78600,"Fashion",2022-03-15,"Trend Tailors","California"
341111,"Women","25-34","Women 25-34","Increase Sales",30,"Pinterest",0.03,5676.69,0.956297861,"New York","French",8584,28935,"Food",2022-04-07,"Savor Street","New York"
967176,"Men","35-44","Men 35-44","Market Expansion",60,"Pinterest",0.1,14172.88,0.277058259,"Los Angeles","French",21745,71788,"Fashion",2022-06-28,"Mode Maven","California"
588080,"Women","18-24","Women 18-24","Increase Sales",30,"Twitter",0.12,5686.32,0.9,"New York","French",14641,44888,"Fashion",2022-07-09,"Mode Maven","New York"
755579,"Men","25-34","Men 25-34","Increase Sales",30,"Pinterest",0.14,4537.78,0.116185721,"Las Vegas","English",6762,23001,"Fashion",2022-02-27,"Trend Tailors","Nevada"
785558,"Men","35-44","Men 35-44","Increase Sales",45,"Instagram",0.08,10011.77,0.62,"Miami","Spanish",26381,79660,"Food",2022-04-07,"Dine Divine","Florida"
140729,"Women","25-34","Women 25-34","Market Expansion",45,"Instagram",0.05,9358.14,0.24,"Los Angeles","English",24586,74343,"Fashion",2022-09-10,"Trend Tailors","California"
127172,"Women","18-24","Women 18-24","Market Expansion",60,"Pinterest",0.15,15000,0.900886209,"Miami","Spanish",22823,75296,"Food",2022-02-07,"Gourmet Grove","Florida"
478704,"Men","18-24","Men 18-24","Product Launch",30,"Instagram",0.1,7260.1,6.87,"New York","French",18898,57496,"Food",2022-06-06,"Culinary Quest","New York"
210086,"Men","25-34","Men 25-34","Brand Awareness",60,"Twitter",0.09,13046.62,0.73,"Los Angeles","English",34494,103691,"Fashion",2022-01-15,"Glam Garments","California"
334731,"Women","25-34","Women 25-34","Product Launch",30,"Pinterest",0.06,6251.46,0.536241791,"New York","English",9498,31910,"Fashion",2022-06-10,"Fiber Fashion","New York"
849834,"Women","25-34","Women 25-34","Product Launch",45,"Twitter",0.14,8560.5,1.31,"Miami","English",22451,68021,"Fashion",2022-04-09,"Fiber Fashion","Florida"
204740,"Men","18-24","Men 18-24","Product Launch",15,"Twitter",0.03,2821.03,1.32,"Los Angeles","French",6908,21982,"Food",2022-06-26,"Palate Paradise","California"
395810,"Men","18-24","Men 18-24","Brand Awareness",60,"Facebook",0.09,11875.34,0.26,"Austin","Spanish",31439,94643,"Fashion",2022-04-01,"Attire Artistry","Texas"
788067,"Men","18-24","Men 18-24","Product Launch",30,"Twitter",0.04,7459.81,1.68,"New York","English",19430,59071,"Fashion",2022-02-15,"Mode Maven","New York"
203284,"Men","18-24","Men 18-24","Increase Sales",45,"Pinterest",0.02,10933.7,0.84726203,"Miami","Spanish",16969,56234,"Food",2022-08-07,"Palate Paradise","Florida"
889416,"Men","35-44","Men 35-44","Product Launch",15,"Facebook",0.08,3588.84,2.2,"New York","Spanish",8929,27969,"Fashion",2022-05-30,"Style Sphere","New York"
901930,"Women","25-34","Women 25-34","Market Expansion",45,"Twitter",0.13,8339.56,7.11,"Austin","English",21847,66230,"Food",2022-05-25,"Dine Divine","Texas"
816080,"Men","18-24","Men 18-24","Product Launch",45,"Facebook",0.14,8587.88,2.76,"Austin","Spanish",22530,68253,"Fashion",2022-09-09,"Glam Garments","Texas"
540572,"Women","18-24","Women 18-24","Brand Awareness",45,"Twitter",0.04,10213.77,1.89,"Austin","French",26937,81309,"Fashion",2022-11-13,"Glam Garments","Texas"
832813,"Women","18-24","Women 18-24","Market Expansion",30,"Twitter",0.02,5376.37,1.06,"Las Vegas","French",13798,42391,"Food",2022-12-22,"Nosh Nirvana","Nevada"
578403,"Women","35-44","Women 35-44","Increase Sales",15,"Instagram",0.12,2451.51,7.92,"Las Vegas","Spanish",5988,19257,"Food",2022-09-21,"Culinary Quest","Nevada"
369211,"Women","35-44","Women 35-44","Brand Awareness",60,"Twitter",0.15,13240.92,7.19,"Las Vegas","French",34968,105096,"Food",2022-04-06,"Savor Street","Nevada"
837485,"Men","35-44","Men 35-44","Brand Awareness",45,"Twitter",0.09,9747.18,2.95,"Las Vegas","French",25667,77546,"Fashion",2022-03-30,"Silk & Style","Nevada"
879347,"Women","18-24","Women 18-24","Increase Sales",60,"Instagram",0.08,12210.46,6.28,"Austin","Spanish",32330,97282,"Food",2022-09-29,"Gourmet Grove","Texas"
816505,"Women","25-34","Women 25-34","Brand Awareness",45,"Facebook",0.15,8666.61,3.53,"Los Angeles","French",22734,68859,"Food",2022-09-21,"Culinary Quest","California"
